sentence,label
my friend @someUSER is selling tickets for the jonas brothers concert @ fort canning on monday @ $50/ticket . that's half price ! rt !,2
"just heard arnab on newshour say, ""just because you keep going on &amp; on doesn't make you right!"" :d #rssquestionsteresa #landacquisitionbill",1
yaha to ulta tha bhai . . . . ! ! ! pitaji hi the hamare to . . . . 'no transaction limit' waale atm :-),0
To tu kare kya h ghar ne,0
Isko itna time knha hoga k aap sab ko comments par nazar daleHa ha ha ha ha ha,2
Asaalam aalay kumm Asaalam axelent bhai jan (y),2
Nikita Islam Sunati bhai tum ye fake id se kyu pagal bana raha hai yaar in ladko ko,0
"pakistan approves liberalised visa accord with india - islamabad , nov 1 (ians) pakistan has approved a liberalised v . . . http/URL",2
spending friday night with my main man charles dickens .,1
kaun sa prfume use kiya tere cousin ne jo tu attract hokr sidha bed pe chali gyi ...???,2
"salon aisa sab post karna band karo , 7 mahine ho gaye ma se miley :-(",0
Ai / ml ke upar,1
Ye log bhi kese he movie dharm me khasit rahe he,1
ek mms par itna lafda q yar . . . r u all crazy,0
"livication is playing next friday night at dipiazza's ! mark your calendars , and prepare for your newsfeed's to be blown up with info !",1
Sub ka bhai salman bhai,2
Kamine,1
"wifi, higher tatkal fares, bullet trains. what to expect from #railbudget2015 ?",1
a characterless girl thi wo,0
Soniya or pappu ko bhi nanga krkey jail pahunchana hai .. desdrohi soniya go back,1
"na hua h na hoga aisa pahli baar,jab lagega #indiahattick #indvsuae",2
hy sir me apka bahut bada fen hoo,2
"he performed really well. bowlers made the difference in #indvssa match ""@sporty_baba: mohit sharma - you bloody beauty !"" #maukamauka",2
Eid Mubarak bajrangi bhijaan,2
koi kuch bhi kahe lekin delhi main bjp hi jeetegi .,2
sach me,2
salu miya kaal aa rahe h hum bhaijaan se milne,1
sahi bole bhai,2
"Bhaiiii jaaaan waiting fr uuuu....:(:(:(:(:(:,(:,(:,(",1
Just get it from him whenever he comes .? ?,1
dharti maa ka bojh halka ho gaya,2
Han fit . Tanch,1
#oilersmobile: july 20: sam gagner | http/URL @someUSER nice to have you there for at least another year !,2
ab to check karna padega kahi mere ghme tune camere to nahi lgaye . . . sala sab kuch ditto . . .,1
my mom just texted me reminding me that grammys birthdays tomorrow . . how could i ever forget ? #biggestdayoftheyear,2
Comment padh ke thak chuka hu aa ja re bhai,1
rt @ekaurbottlela: delhi me bjp full majority se haar gayi! #kiskidilli #aapsweep,1
Tu woh project karega ?,1
"haan . . . . our kal last date hai "" "" . . . . very true . . . i have two children and this is daily drama . . .",1
"#kiskidilli, kya ye nayi sarkar jo ayegi wo prem nagar k doobe makano ubaregi jaise isne delhi ko modi myth se ubara hai",1
Abe mail kar diyo yaar usko meri mail se agar ho sake toh,1
hardcore stuff. smashed steyn for a massive six. #indvssa #cwc15,1
"#fashionpollice pinstripes are not in this summer, use mufflers to beat the heat #aapsweep #aapstorm #theperfectstorm #67/70",1
@someUSER @someUSER preview of the nfc championship game sunday ? ! i'm feelin' an offensive shootout hahaha #vikes #cards #gameoftheweek,1
anna ji wait kero jawab 10 feb ko pta leg jayega .,1
where r uu...bhaiii ...plzz one rplyy mustt onlyy onee:-(,1
ILove u salman sir plz hum se chat karo,2
plz salman g ap sb ki help krte ho is bichare ki b kr do na apni mom ki khatir,1
Waiting bhai.. Aur kitna intezar karoyege,1
superhero kitna bi powerful ho hote popat hi the ... saale chaddi pants ke upar pehente the .... -p,0
#aapsweep #delhidecides pehle aap pehle aap aur hoge congress or bjp delhi see saaf,1
????????????,0
four -- now three -- tweets away from 9000 . here's where i mention that i'm pouring wine for a friday night with diablo iii . #meta #classy,2
aise kaam staff room ke samne nhi karte guddu beta . . .,0
Bhai 27min 1622 second ho gye Plezzzz aa jaao,1
I would love to see that sexy piece,2
6 mnth .??? Short duration ?? 3 mahine bd tujhe papa bolne wala ho sakta tha ... v,1
"hahaha . . . . saare bacho ka sapna . . . . correction . . . saare ladko ka sapna , school me aisi padhai ho . . . .",2
ek hi game ko 500 tareeke se program karke kuch kuch features change kar dete the game waale . lo ban gaya naya game . mariolee bros mein mario j se jump lambi thi aur mario m se khelo to udne lagta tha .,0
is post ke piche v congress ka hath hai . . . . . ! ! ! ! ! :p :d,2
"@pmoindia sir, delhi ki haar se sabak lena or janta se kiye vaadon ko poora jaroor karna, or janta ke prakop se jaroor bachna.",2
Koi to rok lo ise wrna ye dunya tabah kr dega,0
kya baat hai sir . . . .,2
"So if you think relationships are just about spending money .,.,.. i am glad you don't have any Girlfriend .,., P",1
"There is only one god , and His name is Work . And there is only one thing we say to Work \ "" not today",2
"my body is exhausted . i walked from 79th and jeffery to the lakefront , where i accidentally sat on dead fish , to 55th and king dr . and back .",0
Koi nhi chota kar denge,1
<3 iloveee yooou,2
ha ha . . kitni moti chamdi hai farziwal ki . . khud hi kiran je k liye itne gande word use karta hai aur women security ki baat karta hai . sala do muha saap hai . shame on kejriwal .,0
finna hit the grammys tomorrow then ima finna go thug it with @someUSER live in my stomping grounds in the ie ! #grittygrindn,1
many rumours floating about that harry redknapp may be interested in the blackburn job ? what do you all think ?,2
about to watch safe house for the 1st time . . . #redbox #latepass,1
Joyful Holi With Love And Best Wishes!,2
Thnx sir ji,2
Kya bhaiyya,1
bajrangi bhaijaan 347 caror box offic,2
"aur fir us din , uncleji aur guddu ko khaana naseeb nai hua :3",0
uncle dur hi rhana .... vrna me apne pas pistol rkhta hu .... sari goliya g# #d me utar dunga,1
6th ka bday hai uska ??,1
haha chay wala pm ban gaya lekin fitrat nahi gayi haha,0
Ab karne baitha hun,1
@olacabs and the ball is in rohit sharma coury six!!!! #indvsuae # chalomaximum #indvsua,1
"come out and join us for the sia trek or treat , october 27th ! http/URL it's a fundraiser for the safe house !",1
Net pack khatam ho gaya..paytm se recharge karo..,1
sare th mario k version hi hote the,1
Okay bhai? ?,1
Kmal krty ho pandy g itna sara vett??,1
Han apan dono ka bhar diyo yaad se,1
dhoni ka sala h . in sb ki bure days aane wale h .,0
"kuch log toh aise pareshaan ho rahe hai jaise breakfast, lunch &amp; dinner teeno mein beef hi khate they. #beefban",0
Kaun sa yaar,1
Koi dikkat nahi hai,2
@timesofindia then hv to face the consequence #aapstorm,1
Chance bhut kam hai mai dekhsakti hoon ya nahi,1
ahaa . . . jeet gye :d congratulations to all indians :),2
"rt @k_sundarpandi: waiting for new #maukamauka add,finish it quickly #india #indvsuae",1
***thursday night friday night dinner special*** salmon &amp; jumbo shrimp 15 . 95 whole fish (porgie) 1 . 5lb with lemon . . . http/URL,1
Aaj ka bolke kal par taal diya.. Salman bhai aapse aisi ummed na thi,0
wali qum Haslam....bhai ....! ramJaan Mubarak......! bajrangi bhaiJan....!,1
Abhi tak,1
hahahahaha . . so true . . . . i remember tetris,2
Tum kahe rahi ho oh fake hai agar real me aaye to tum kaise pahchano gi tum hahaha,0
nvr d less cnfsn to shi h tera yr ladki ne lga di cls nw u trust no one in grl thtz wrong sb ek jaise thodi na hote h or free thi to tera cnfsn pad k tym paas achha ho gya,1
ab world cup jeeto ya na jeeto india ka australia tour toh safal hogya,2
M thik hu.,2
"incase the above is a true situation , my only advice is not to be ashamed of oneself . if you are that way so its fine , but you are no less than anyone .",2
Bolo,0
Bhai bhuk lagi khana nahi khane jara aap ka wait kar raha,1
Hi? ?,1
Nice salman ji,2
Asalmwale coom bhaijaan,1
ye ladkiya apni tarif krna kbi nahi chodegi ... is post m b bta gyi k ye beautiful h,0
Suprab my jaan salman khan,2
@google thanks for the #indvspak doodle ! game is evenly poised as of now ! #wc2015 http://t.co/jh4fvy8vox,1
@someUSER next thursday or friday they play maryland in new york for the first real game,1
Plzzz help me bhai plzz read my comment plzz help me.,1
Kam me visvas karti hai bjp,2
aapki govt jo decisions le rhi h unko dekhkar mera viswas puri trh se apse uthta ja rha h . . . .,0
rt @vinodinsan777: @gurmeetramrahim #msgyouthicon ...pitaji sab apki rehmat se ho raha he g.,2
Hatts off 2 da confessor !! Ppl need 2 chng their mindset . . inculcating moral values in kids frm their early stage cn help a lot !,1
"a mother always knows if we are wearing a sweater/jacket or not . chahe hum phone pe jhooth bolde ki pehna hai , still unhe pata lag hi jaata hai ki nahi pehna . . . wow",2
check out all the dialogue promos of #shamitabh #bollywood watch at http://t.co/noou1nawmi @dhanushkraja @srbachchan @erosnow,1
oct 9 1888 the washington monument officially opened to the general public . have you been to visit ?,1
Iska film mat dekhna dosto,0
this time tomorrow i will be en route to san fran with my beautiful ladyfriend @someUSER life is pretty excellent .,2
rt @irajusrivastava: aaj arbi ki sabzi khilado laala. #indvsuae,1
"yahi to scam hai ji , isi ke liye to dharne pe baithe hai :d",1
Bole to ekdum hit apne sallu bhai ki picture jhakaaas,2
Or kaisi chal ri hai life ?,1
@pepsiindia #peptalk #indvssa #cwc15 indian bowlers aur fielders rakho ball pe apne aisi #grip jaise pakadte hai sab pepsi in their #grip!,1
@someUSER lol i'll be able to do it saturday . . or friday night after the greek show,2
love uu salluuu,2
Tu karle,1
Abe kitne questions karu,1
ab to waqt batayega ke taqat pe ghamandiyon ka mazaq banta he ya ak aam aadmi ka .,1
Sir kya aap fir kashmir aavoge plz reply,1
dwayne bravo retires from test cricket .,1
"they could have won it , agar ladki and advertisement se time mile to . . . . ;)",1
english vatavarn ? / . . . to guddu ko english movie bhi dekhne do ;),1
@istandwithh i have been watching the #ausvnz and then #indvsuae match. will read later and give. thanks.,1
david guetta's playing with alesso at fort canning 8th oct . only want to hear alesso leh .,0
"@someUSER u r a 5-star to the hog fans , va3 ! ! ! ! ! u got props from the coach wednesday night at the signing day event in the ville , #wps !",2
""" @someUSER december 29th will show all the louisville fans that kentucky is the best """,2
"greeting kobe is to mainstream ! so i'll just greet jeremy lin , happy 24th birthday jlin @someUSER :))))",2
@aajtak desh ke liye aaj ka din aham hai or tum sale yaha bhi rt ke maskre tweet kar rahe ho ....#railbudget2015 #prabhukirail,0
sir aa jaao sabhi log aapke fans aapki wait kar rahe plz aa jaayie g plz....sir ek msg bda sa reply kar plz time nikalkar g,1
@ayushmannk abe tu apna kaam kr...do kori ka actor #beefban,0
chalk lane us section me jao jis section me ladki ho . . ;) ;),0
salam vai jan,1
ek bar se puch kr btana ki sefp ka hangout seson kb hai .,1
Modi ji sorry bidesoon main mat ghoomo apne naitaoo saansdon ko pakdo belagaam hote ja tahe hain gareeboun ki socho 1 2 Rs ki policiyon se kuch nahi hoga moti aasamiyoun se paisa nikalo gareboun se nahi,0
mahatma gandhi ko sat sat naman .,2
nautanki saala,0
"superb gag . . . . but gussa on u , girls fail nhi hoti mene mario ka 8 level poora cross kiya tha , contra bhi saare levels . . . . koi game nhi bacha mere hath se duck hunt k alawa . . . . ye anyaay hum nhi sahenge",0
Phr hum bhi nhi lenge,0
Yes puri duniya aapke khilaf ku na ho jaye mujhe aapke upar pura bhrosa h or marte dum tak rahega salman bhaijaan love you,2
tonight's never mind the buzzcocks has the hilarious noel fielding again :) can't wait to download it tomorrow,2
mai to ek bar khud hi ghanta baja aayi thi . . . . ;))),1
jiske pas ilm he wo sabse amir he,2
itni khusi kisi ko brbad krne k liye . .,0
Kal hi payg karunga,1
Filhal kya kar Rahe ho ap?,1
aam aadmi full vote de,2
isme jo games cover pe hoti thi wahi nahi milte the .,1
"maharani laxmi bai, tatya tope , Subhas chandra bos , ajad , Bhagat etc are the true leaders",2
gohr kalyug hai,1
BAJRANGI BHAIJAAN 700 CRORE!!,2
sallu bhai.... kaha ho thum??,1
salman sir plz reply..my cmnt my dream wil cm true.. plz reply with my name,1
Sir kya berojgaari ka koi illaj hai aapke paas,0
#aapsweep muffler ne bjp ka gala ghont diya.,0
Tere naam ke ladke diban h pata nahi,2
mohabbt hai aur btana v nhi aata feel toh kra skte ho na .. # U know what I mean # Pure pleasure at best D,2
rt @tamaldas8: pmoindia #uhf rt railminindia: #railbudget2015 speech of mr sureshpprabhu available at http://t.co/0vaz4ajbw0,1
"kash hame bhi aise "" maa "" milti .",0
he is on a roll,2
Yes sab jhuth hai koi salman khan humlogo se baat nhi karne wale,1
#beefban sanatan dharma amar rahe..secular kutto ki aisi ki tesi,1
try speak to Dean of Students ' welfare ..! DUSU office ! ),1
Mr. KHAN maine aap ki sari baatein suni aur use follow bhi kiya. Trust me.,2
time for james harden (34 points) to step aside and let jeremy lin takeover the 4th #linsanity #sarcasm,0
kai bar to bahar pic dusri aur game andar dusre nikalte the,0
bus ek sawal ka jawad dijye aap mujhse kab milenge,1
guddu ki mummy ko pareshan karne mein maza aata hai,0
yr u shud move on now . yha koi kisi ka w8 ni krta n jaane wale ko koi rok ni skta . bt i dont undrstnd y ppl want a physical relation . bina intimate hue b love saalo saal chalta h agr koi chalana chahe tow :/,0
isi baat pe baat yaad aa gayi pakistan ki maa ka bhosda #indvsuae,0
Jhunjjunu,0
Kya ap hum se bat karoge,1
Galti se,0
Utha hua h launde ?,2
bachpan ki ye aadatein college time mein bhi nhi gyi :d :d,0
Bhaijan love uuu,2
"fake , nakli . pahle se fix tha ye game . . . .",0
"mario all time hit game tha . . . long jump mario , high jump mario , battle city , duck hunt . ek baat observe ki hogi ki mario ki jump k sath remote bhi jump krta tha . .",2
kya ho rha h,1
Duniya ki technology lane par hi dess ka vikas hoga,2
Kaise muge bhi apse baat krni h ...,1
westbound into the u . s . - ongoing bridge inspection- construction - may be delays - eastbound into canada- trucks 20 minute delay-cars clear,1
garbage bin gudu ki koi girlfriend bhi dikha do kabhi,1
"@shaziailmi rahne de amma,tere se na hoga!so jaa!aap ko expose karne ke liye overtime karne se accha delhi ke logon ka bhala ka socho!",0
sir main bohut gorib hu....plz muje ap ki pas bula lo..........?,1
Susila maa g ko sat sat naman jo aap jaisa superstar india mai hua. ...salute susila maa. ..,2
hatts off to indian cricket management who brought their team 4 months before worldcup to get use to of such condition. #indvssa #cwc15,2
party kha pai hoygi bhai,1
chalre sale terishe kon bat karega tu kon hai,0
"with #aapsweep &amp; #aapstorm the new experiment has wings, and rather huge wings. congratulations @arvindkejriwal and all the best!",2
Arrrrreeeee,1
@admin bhai itne bade confession post karke hum par julam na kr,0
"love life jahanum ban jayega, restaurants afford karne ke liye ladkein 3 din dinner nahi khayenge bichare!! #unionbudget2015 #superbudget",0
waise bhi ab ye part time hero hai,1
ab koi ni chipka :-( anushka ne harwa diya aaj,0
"bhai I mean confessor , yaar yaha pe talent waste mat karo kisi magazine or newspaper me likhna suru karo .. why should only DUC members suffer ? baki logon ka bhi bore hone ka haq hai /",1
"after the mid tennessee vs . western kentucky game , i hear they're gonna play the 2nd annual ogalla , nebraska snail chuckin' pageant .",1
satak gaya hai kya banaras me kya hua tha bhul gye kya,2
Dipti sharma main ta kdo da tyar baitha bas u haan ta kr hahahaa,1
Han apko itnei door se agayi na,1
ye guddu to hamare bachpan ki rag rag se waakif h aaaaayyyyiiii,2
Bhai Jaan original kon se fb par ho kiss naam SE hai,1
rehne do beta tumse na ho paiga . . . . . . . . :),0
anna ji kahan modi jaise sher ki tulna memne se kar rahe ho . . .,0
csk ke all khiladi se honi chahiyea,1
india itna bada target kaise chase karegi. :o #indvsuae,1
a reminder to all hong kong optimist sailors: you must pre-book your prizegiving curry buffet for sunday . deadline . . . http/URL,2
"have you picked up your december issue of wdc yet ? it includes a full in-depth review of nikon's d600 , . . . http/URL",2
Goodluck for bajarangi bhaijaan,2
Cricket me pad ball se bachne ke liye hote hai or bra me pad khud ball ko bachane ke liye hai p,0
saale phale tu mera land mu se nikal tab na kuch bole ga,0
mario ki alag alag stage hti thi isme and duck hunt b :p,2
Kb bjenge tumhare 4 salman ? ??,0
iss bar eid ki party bhai ki tarf se...........,1
Are ..,2
Ajaunga 2 ghnte me hostelg,1
Thu thu thu kuttey...,0
Agar woh market Jana hya,1
What yrr ??,2
"laga steyn mein stain, chhupaen kaise? #indvssa",1
Acha ab mulliya b fb chalane lagi hai,1
"watching my favourite @someUSER behind the scenes (for the 4th time) when jennifer hudson goes awol . 'excuse me , what the hell is going on ? ! '",0
"@someUSER oh , i got ham . and i ate reggie's ham . and i ate brian's ham . tomorrow i'm getting more bc my dad said he's going to the store !",1
#landacquisitionbill govt made doable immensely difficult for itself. out reach the hall mark of its election success is given go by.,0
you cracked me up in a boring meeting :d . . wait cracked no no broke no no cracked me up sahi hai na ? ! ;),1
Gandhiji ka sanman itnato congress ne bhi nahi kiya,2
arey yo toh apna hi balak se,1
Jaisa tujhe suit kare ??,1
@bhavnasaini5 @ndtv bijlee to gharme bante nehi hai. uske liye bhi paisa chahiye. delhi janata sochti nehi hai.isiliye delhi ka ye hal hai.,2
india vs england match show in national ? ? ?,1
stellar show! now to prove ak67 can be more effective than the ak47. #aapsweep #aapstorm #delhidecides,2
Sbka record todke Salman bhaiJai jai bajrang bali,2
"so what was supposed to happen next ? ? . you make it sound like you planted rdx in the lab or something ! ! ! i dont get you , man !",0
guddu k papa ko bolo ki dono ko pakad k rkhe warna guddu ki mummy market se kuch mangwaaegi guddu se aur fir indian team k batsmen out . . . . :-p,1
"with all benson's attention , frankie feels like a forgotten stepchild . lets 'founding father' him so he know we will never forget 2nd place .",0
Pro nahi bhayya,1
"disappointed the knicks vs nets game got canceled tonight , but i'm even more hyped for knicks vs heat on friday !",1
stop xpecting frm odrs ... evry1 is selfish .. jus b happy n make ur lyf worth living ),2
only engineers know the value of 1 year gap... kejriwal proves. #aapstorm,1
"@someUSER capello had poor english in his first press conference and used a translator , by 1st game he spoke fine . cost isnt' an issue #trapout",1
ab sadkon pe gadion se jyada gayen(cows) hongi. #beefban,0
Jis din soniya mar gyi us din india azaad ho jayega p,2
Nahi Maine bhi nhi pucha,1
rt good1gurdeep: gurmeetramrahim #blockbustermsg pita g aap hame autograph wala pyar kab doge g.,1
Sach me aap hi baat kr rhe ho ya phr hum aise hi khus ho rhe hai..???,1
paras saini apko bhi ch### banaya,0
Wo kya chugli kri moti meri raat me ?,1
To leke jao,1
guddu ke father ki dedication kabile tareef hai . . launda school se ghr aya . use kapde change bhi nhi krne diya . . kuch khane bhi nhi diua . . guddu ki ma ne jane kaise diya . . ye ek pita ka apne bchche pe atyachar ko darshata hai :p :p seedha market :p :p,0
Days Good Fortunes,2
halhi me karnal ko marnevale atankvadiko sahid kahene valeke satha arvind kejarival ishka matalab saf he delhi me agar atankvad badhana he or dushara sindh prant bana na he siya muslim or hindu oki katale aam karvani he to aap ko vote kare varna kishi b party ko vote kare par aap party ko nahi . . . . deshdrohi party he aap ( arvind kejarival)party . jai hind,0
"2/3 rd of our population is below 35,to ensure employment we have to aim to make india the manufacturing hub #unionbudget2015 #budget2015",1
bc kutto ko kch aur kaha aata h,0
kaun kehta hi del me rape or murder hone band ho gaye hai aj hi dekh lo bjp ka rape hua or cong ka murder karne wala aam admi #delhidecides,0
thand me hum sab inactive pade hai . .,0
"thanks garbage bin ! this is awesome ! :) look at guddu's face light up with happiness ! and mummy's too :) main to senti ho gayi , that is different !",2
Maa chod di Indiag ki,0
nostalgia :'),2
"most of the senior leaders including @digvijaya_28 , kamal nath, chidambaram, amarinder, ms aiyer want rahul to take charge! #rahulonleave",1
"#howtopissagirloff stick a dead goat through her letter box on february 14th with a note written in blood saying "" happy valentine's day """,0
#57 reading the confessions on this page makes me feel so relieved ... Now I know I'm not the only pathological nut at IITB ),2
"jitna pakistan team ek mahine mei kamati hai, ek hafte mei indian team utne ka gatorade pee jaati hai - bcci #indvspak",1
not a tally one expected but pretty decent. india 307-7 overs: 50. #indvssa #cwc15,1
Bhai please request man le ..,1
Abhi nikalunga bas,1
kal hi yaad kia tha cover pic dekhke,1
Han sogaya tha be,0
Don't get into such complicated issues when you don't have the balls to face the consequences .,1
Or hathi paalna asan bat bhai nahi bhai n,0
@someUSER lorenzo beasley . he was killed on july 17th of last year on the corner of 53rd and king dr . ~#mile 5,0
plz aayeye sir jhuth bole to smjh lena aap ek meri jitni achi fan gwa doge aap sir,0
lmfaoasdfghjklomg . i just saw a picture of jenelle from the 1st day of school in 5th grade . . damn that nigga changed .,0
Toh shayad uma/eng,1
i remember papa apni seat k aage chotu seat lagwa k laye the mere lie . . bde mze aate the wha bath ke ^_^,2
bhai sab ready ho jao kal first day first show kuch bhi ho jaye,2
abey confession page h to confession bhi post kr diya kr -_-,1
salman bhai ...... i lovee uuu tumharee liyeee jan bvi dee dengeee,2
Luv u bhai...u r so cute....sbki jaan salman khan......... Anitha Parmar,2
rt @satyendrsharma: ak 49 ne modi lahar ko..roki... #delhivote #delhidecides #aapsweep #kiskidilli,1
Pooja,1
excited to head to #florida tomorrow . participating in the #tyrf #strikeforce to make sure fl goes 4 #mittromney . #tcot #txcot #dallasgop,2
"ghar aa jao rahul! koi kuch nahin kahega! behen tumhe bahot yaad karti hai, maa bhi bimaar rehti hai! #whereisrahul #rahulonleave",2
Sab ghar par hi h na ?,1
advanture iland ka bhi 99999 copy h :-d,0
Mera bhai bhi aa jata,2
yaar jb tere bf ko tune sb bta rkha h toh fr ab kyu darr rhi h it ws ur past let it remain dre only,1
bhaijan ke kamar pe dard hn doctero ne araam karne ko bola hn ok frendz,1
modi g ke jajbe ko koti koti naman,2
nokia lumia 638 price in india at rs 6499 ... - http://t.co/dzz0mcjdox #nzveng #upcomingsequels #blockbustermsg http://t.co/0jb8olbq1g,1
aur jo chalk fight hoti thi gang bana k . . . de dhama dham . . . .,1
kon lagata sarat nhi jitegi india wald kap chahe karodo ki sarat lagalo mujhse nhi jitegi india,0
are ye #old monk to mera padosi nikla wo b ye wali muvi dkh rha h nd uchal rha hai B| D,0
waise b hmari shadi ni ho skti thi tujhe ptaa hai,2
bhai ka hua?,0
@gurmeetramrahim #blockbustermsg #msgthefilm #mustwatchmsg pitaji thanks 4 everything..lve u pitaji.. gud nyt pitaji..,1
public modi ka majak udayegi delhi me,0
out out out!!! 3rd umpire gives it out!!!! and it's best match hum jeet he gaye almost...#indvssa,1
"aap leader manish sisodia thanks delhi voters, conducts a road show in khichripur #aapstorm",1
Sham ko baat karta hun,2
@someUSER yeah with miss may i too . it's on the 1st at backstage live,1
@navbharattimes #aapstorm asli sacchai ye hai ke ager delhi walo ko free ka khane ki aadat na hoti to aap kabhi nhi jeet pati,0
Abhi kro na bajrngi bhaijan. .,1
Ajao bhai jaan kha par ho,1
oh ek andorid mujhe dena,1
Kutta hai to na to muslim na to hindu,0
"@someUSER injures borderland , taking him out of the ppv . who will replace him in the elimination chamber match ? watch asylum this sunday",1
Gud,2
"humein naaz hai "" guddu "" jaise mehnati bachchon pe . . . . . . waise bhi- "" when elder get cosy , younger don't put nosy "" . . . . . :p =d",0
"#292 : sometimes it's better to bunk a class and enjoy with friends , today when i look back , marks never made me laugh , but my friends and memories always do !",1
use english mein baat karne de . . . tu hindi me usko reply kar hamesha . . dheere dheere usko bhi aadat ho jyegi hindi mein baat karne ki .,1
bhai jan balkum salam ma shimla sa ho to numsta salman bhai,1
Hi,1
Abe paper likh rha h ?,1
"pareshan karte rehte hai guddu ko , aaram se bechara match bhi nahi dhek pata .",0
"i've got 2 tickets to see leonard cohen in rosemont , il on november 23 that i can't use . anyone interested ? face value is about $300 .",1
dilli ke ladko ko jiss kaam ke liye wifi chaiyeh..uske liye 1/2 ghanta bahut hai. #aapsweep #wifi #delhivotes,1
galli cricket me zaada runs banjathay hain yaar. #indvsuae,1
"sandy , if you have ruined my chances to see bruno mars on monday i will go buck wild .",0
Kal k liye Kuch vishesh instructions hain kya bai ??,0
"jisko samajh nahi aya , wo kachua sir ki problem solve karein :p",1
modi ki ran niti is mind blowing .,2
haan be,1
Dawai di h,1
oye duffer man ! keep your mouth shut,0
Ha rakh le,1
U r a funny man .. I like your jokes man,0
mechanical me to fir bhi chance h or engineers ka kya hoga . . . . . .,0
eid mubarak ho aap ek baar reply karye pls,2
Kya bakvas hai yar,0
Bhaijaan kaha ho aap..##plz baat karo..## meri beti aapki bahut bari fan hay..##,2
mje bi eng mam he bulaya tha chok lane k liye,1
"@someUSER there were contradictory signals from the mayor vis a vis evacuation , + n . o . has lots of 'canes , and may have been complacent",1
@prafful_sarda aur bakra katne layak aisa kuch nahi iss #railbudget2015 main,0
Hello modi ji,1
u will get specs if u sit that close @someUSER,0
worlds longest confession . . . . guinneas buk m bhijwa do is cnfssion ko . . .,1
hahaha . . . . . . . . bahut ullu banaya h isne ! ! !,0
par ye guddu and family jaa kaha rahe hai ?,1
"Chutiya panti mt kr ,. . m b suicide krne gya tha 8 month pehle ,. . and rajouri garden metro station se kudne hi wala tha ,. . bs ek dum se mere maa baap ka chehra mere samne aya jinka m ek lauta beta hu ,. . bs fir ky m ab bht khush hu ,. . aur ha ab m ek ladki se bht pyar krta hu aur wo h meri pyari maa .. . teri story meri story bilkul same h ,. . meri gf se breakup mera aise hi hua tha .",2
@sardesairajdeep #aapsweep safety of women was a decisive factor in this election &amp; bjp rable rousers modi's silence freaked people out,2
rt rameshkumararo1: rt chandnigodara: gurmeetramrahim #blockbustermsg ppa g........................can't explain wht am fill,1
my mom works with the mother of the girl that won homecoming queen at phs last friday and the company just sent out the sweetest email .,2
#beefban par ye milti kaha thi,2
jago guddu jago ye jalim teacher . . . . . . hame khush dekhna hi nai chahate hai,0
Baat karle,0
yeh harkatein to aaj tak nhin gayi,0
Namaste MAHA MODI ji!!,1
Sir sab ko pata hai na aap kise ka bura krta Ho or na kise ka bura chahta ho loveyou,2
happy valentine's day ! ! ! @someUSER everyday is the 14th !,2
Are SAI hai ..,1
hello sar g keshe ho aap,1
#msgincinemas ab wo din ayega jab hr koi ek dusre ko nara lagayega bad chadkar sewa par jayega msg ka jadoo ye sab karayega,1
final to 15 feb ko jeet gaye the . . uske baad to bonus tha . . . .,2
To sbhi milte h kbhi,2
Kaha gaya tha ?,0
main jab tak chalk dhundta rehta tha tab tak ghanti baj jati thi break ki . . . . sidha agle din milta tha teacher se))),1
Pagalo aa gae bus chalo ghus jao bus me jiyada aur rahy yaha to phir apka koi ilaj nhi,0
itna crowd to karawal nagar me kejriwal ki sabha me tha . .,1
Kya bol rhe h,1
hahah :-d acha hua mummy ka fb account nhi h vrna ye post dekh kr maar pdti bht,2
kejeriwal tum jhute ho tumne saabka bishwas toda hai,0
We trust are bhaijan baki bhot jan may fal gaya hai bhai dua kara gaya in shah allah hoja sab tik bhai,2
sare aade tede mere hi kimat me likha hai upar wale ne chun chun ke lga tha tum to sayad sahi hoge lekin nahi,0
"if seattle and portland were knit together and covered by the california sun , you'd have san fran . kinda love it .",2
And yaar tu jo v conffessor h .. i like u .. and plz send mah ! Frnd rqust .... kasam se yaar ..... dil jeet liya tune,1
like if you're proactive about your health ! don't miss this sunday's live google+ hangout about genetic . . . http/URL,2
kyuki india team se iska patta katne wala hai . . . .,0
january jones in jason wu: usually i adore january's red carpet looks but this isn't for me . nude with black mesh =meh http/URL,0
Bcoz she is not doing that's y ?,0
unhone pehle pic ni dkhi ti kya tmhari jo milne k baad hi ignore kia tmhe . . . ?,0
Dost apki har ada achi lagti h,2
free medicine,2
"sony's putting out a new ps3 firmware update on tuesday that finally lets you see your ps vita trophies on ps3 . about ****ing time , sony .",2
@someUSER mines personal thinking tebow is better then flacco . i don't care how bad he played sunday,2
world cup me game chnge hoga bhaiyo or india jitega nd congrats ms dhoni,2
klitschko still the wbc boss vitali klitschko retained his wbc heavyweight title on saturday when his fight ag http/URL,1
dillibasi imandar aap ko vote dena,2
swal kai hai jwab kab doge,1
Kya baat h bhai,1
vai may Bangladesh se hu. may chatahu app ek bar ki lia Bangladesh me jorrur aenge,2
saare paise yuhi chale jate :(,0
Hlo salman sir mai aur mere mammi papa apke bhut bde fan h,1
"#hulu jimmy kimmel live - axl rose , part 1: part 1 of jimmy kimmel's interview with axl rose . added: thu oct 25 1 . . . http/URL",1
hmmmm,0
Kis typeg ka projectg ? ?,1
