sentence,label,clean-sentence
Nai rona ,1,nai rona
Desh ka vikas har koi petrol or diseal ke rate bda kar hi kyu krna chahta hai,0,desh ka vikas har koi petrol or diseal ke rate bda kar hi kyu krna chahta hai
bhaijan kolkata ka har log ready.....up ekbar kolkatame aajao,1,bhaijan kolkata ka har log ready.....up ekbar kolkatame aajao
ab mai wait kar raha hu ki wo chota sa farmer ( vadra ) kab sucide karega :/,0,ab mai wait kar raha hu ki wo chota sa farmer ( vadra ) kab sucide karega :/
meri maa ne kiya tha homework bass bag mey rakhna bul gayiiii,0,meri maa ne kiya tha homework bass bag mey rakhna bul gayiiii
"@someUSER fans on tv before the 3rd &amp; 16 late in q4 had the  "" oh no ,  here we go again ""  look . ",1,"@someuser fans on tv before the <NUM>rd &amp; <NUM> late in q<NUM> had the "" oh no , here we go again "" look ."
"@codingdash but pk movie was silent on mullas, yes u r right misguided ppls r supporting #pkdebate",0,"@codingdash but pk movie was silent on mullas, yes u r right misguided ppls r supporting #pkdebate"
Hmm ,1,hmm
areyyy ye sweater ki jagah raincoat hota to bhigne me mazaa hi aa jata .  .  :p,2,areyyy ye sweater ki jagah raincoat hota to bhigne me mazaa hi aa jata . . :p
Mammi b aisi Hi hain.. Khud b bmar gain ,0,mammi b aisi hi hain.. khud b bmar gain
"#unionbudget2015 rs 14,000 crore allocated for water &amp; sanitation were reduced to rs 9,000 crore in nov 2014 review http://t.co/hosnwwhwrg",1,#unionbudget<NUM> rs <NUM> crore allocated for water &amp; sanitation were reduced to rs <NUM> crore in nov <NUM> review http://t.co/hosnwwhwrg
hy bodegurd you my friende.love you....,2,hy bodegurd you my friende.love you....
"sir pls ek reply de do....main to ish khushi se hi pagal ho jaunga....pls sir,pls..i beg to you.",2,"sir pls ek reply de do....main to ish khushi se hi pagal ho jaunga....pls sir,pls..i beg to you."
"delhites enjoy ur free water free wifi free electricity,1500000 cctv cameras from 15th onwords #aapsweep #delhidecides #aapstorm #kiskidilli",1,"delhites enjoy ur free water free wifi free electricity,<NUM> cctv cameras from <NUM>th onwords #aapsweep #delhidecides #aapstorm #kiskidilli"
amit g or shaan ka expression mast hai .  .  .  . sabse easy paani me time expend krna lgta tha,2,amit g or shaan ka expression mast hai . . . . sabse easy paani me time expend krna lgta tha
"for those wondering about when/if murray state's zay jackson will play this year -- last friday ,  msu ad allen ward said  .  .  .  (cont)",1,"for those wondering about when/if murray state's zay jackson will play this year -- last friday , msu ad allen ward said . . . (cont)"
good counter  .  .  . empty bank account  .  . lol,1,good counter . . . empty bank account . . lol
Shahrukh Gouri galat news hai woh..... dont believe....usne aisa nahi kaha,1,shahrukh gouri galat news hai woh..... dont believe....usne aisa nahi kaha
Jai hind modi ji,2,jai hind modi ji
i hope #aap volunteers show grace. no crackers- @aamaadmiparty - no hooliganism. #kejriwalontvf #kiskidilli #delhidecides,1,i hope #aap volunteers show grace. no crackers- @aamaadmiparty - no hooliganism. #kejriwalontvf #kiskidilli #delhidecides
@someUSER 1st game in brooklyn and i want to see brook lopez,1,@someuser <NUM>st game in brooklyn and i want to see brook lopez
yeh hota tha ghar pe jab english mein kamm number aate the .  . ,1,yeh hota tha ghar pe jab english mein kamm number aate the . .
"koi na bhule ki hum sab hai sabse aam, magar sabse khaas #unionbudget2015",2,"koi na bhule ki hum sab hai sabse aam, magar sabse khaas #unionbudget<NUM>"
Han sallu bhai...ye abhijeet ke 2lagao....bakwas pel ra tha usdin....kese dost bna rkhe ha jo apse mel.ni.khate....u r a philanthropist and he is misanthropist,1,han sallu bhai...ye abhijeet ke <NUM>lagao....bakwas pel ra tha usdin....kese dost bna rkhe ha jo apse mel.ni.khate....u r a philanthropist and he is misanthropist
guddu control ur emotion .  .  think about contra .  .  .  sab normal ho jaiga tab .  . ,1,guddu control ur emotion . . think about contra . . . sab normal ho jaiga tab . .
@someUSER it's republic day in turkey .  like 4th july in usa . ,2,@someuser it's republic day in turkey . like <NUM>th july in usa .
rt @ilibinlal: omg .. haha haha.....starsports were pretty sure india would win the match .. #indvsuae ...advt already ready:p #mauka_mauka,2,rt @ilibinlal: omg .. haha haha.....starsports were pretty sure india would win the match .. #indvsuae ...advt already ready:p #mauka_mauka
"Hum cahtiha ki vai, ek bar ake sobko jalak lagadea",1,"hum cahtiha ki vai, ek bar ake sobko jalak lagadea"
Sab record peche bajarangi bhai jan agee....,2,sab record peche bajarangi bhai jan agee....
"@someUSER @someUSER i haven't seen it yet ,  but alan rickman is permanently awesome ,  so i may have to . ",2,"@someuser @someuser i haven't seen it yet , but alan rickman is permanently awesome , so i may have to ."
@amitshahoffice #unionbudget2015 #sabkabudget what about industry wanting to skill and employ scst under ppp schemes of the gov..,1,@amitshahoffice #unionbudget<NUM> #sabkabudget what about industry wanting to skill and employ scst under ppp schemes of the gov..
Haan uske meetha hone ka wait karna padega ,1,haan uske meetha hone ka wait karna padega
Lol  -D or lee number . #Gal Good job !! ( y ) ,0,lol -d or lee number . #gal good job !! ( y )
"it's friday and the soul train is firmly parked in pri for the soul show on the radio ,  c'mon perth get your requests in for the next hour :)",1,"it's friday and the soul train is firmly parked in pri for the soul show on the radio , c'mon perth get your requests in for the next hour :)"
think imma go see flight tomorrow .  .  denzel's the shit,0,think imma go see flight tomorrow . . denzel's the shit
sayed uske pas 532 girl freind honge ek dusre ko chakma dene k liye itna mobile rakha tha,2,sayed uske pas <NUM> girl freind honge ek dusre ko chakma dene k liye itna mobile rakha tha
NA ,1,na
condom ke add par agar tere ghar walo ne channel change na kiya hota to tu bach skta tha :-p,1,condom ke add par agar tere ghar walo ne channel change na kiya hota to tu bach skta tha :-p
harry redknapp is set to hold talks over the blackburn job on tuesday as he prepares for a return to management (mail),1,harry redknapp is set to hold talks over the blackburn job on tuesday as he prepares for a return to management (mail)
56 games he hote the saale mein .  -_-,0,<NUM> games he hote the saale mein . -_-
rt diwakarkothari_: suresh prabhu after presenting #railbudget2015 http://t.co/remfuckodp,1,rt diwakarkothari_: suresh prabhu after presenting #railbudget<NUM> http://t.co/remfuckodp
miss ho gya bhai,1,miss ho gya bhai
shout out to my boy @someUSER who fights tomorrow night on the las vegas #rfa card .  he's put in the work so i don't need to wish him luck . ,2,shout out to my boy @someuser who fights tomorrow night on the las vegas #rfa card . he's put in the work so i don't need to wish him luck .
62k ,1,<NUM>k
"the boys will do promo in sweden today (november 2nd) and they will perform on sweden xf tonight ,  live stream here http/URL",1,"the boys will do promo in sweden today (november <NUM>nd) and they will perform on sweden xf tonight , live stream here http/url"
p . m ban ne k liye delhi ki janta ko chodkar bhag gaya varansi .  . kya ye delhi ki janta k sath dhuka nahi he ?  ?  ? ,0,p . m ban ne k liye delhi ki janta ko chodkar bhag gaya varansi . . kya ye delhi ki janta k sath dhuka nahi he ? ? ?
Pata na yar ,1,pata na yar
Pahle 3:30 phir 4:00 and ab 15 min over bhai,1,pahle <NUM>:<NUM> phir <NUM>:<NUM> and ab <NUM> min over bhai
di thik h?? ,1,di thik h??
bhai apko jumma mubarak or mai phele nahi jata apki movie dekhne ab jaunga kyuki ap fb pr bate karoge humse,1,bhai apko jumma mubarak or mai phele nahi jata apki movie dekhne ab jaunga kyuki ap fb pr bate karoge humse
shandar song hai!,2,shandar song hai!
delhi's next chief minister arvind kejriwal .  . ,1,delhi's next chief minister arvind kejriwal . .
"If u r girl then its not true but if u r guy then yes u r only ,,,,  ) ",1,"if u r girl then its not true but if u r guy then yes u r only ,,,, )"
India army bad India army ne sari am awrat ka ezat lotlya,0,india army bad india army ne sari am awrat ka ezat lotlya
luncher paaji pehle chai k saath biscuit kha rahe the .  . ,1,luncher paaji pehle chai k saath biscuit kha rahe the . .
main moti ho gai na ,1,main moti ho gai na
i can listen crackers sounds.. out side the courtyard.. #indvssa #indiavssouthafrica,1,i can listen crackers sounds.. out side the courtyard.. #indvssa #indiavssouthafrica
Kya bat hai bhai,2,kya bat hai bhai
"guddu ko koi centre fresh de do ,  hamesha bakar bakar ke chakkar mai pit jata hai .  :d",2,"guddu ko koi centre fresh de do , hamesha bakar bakar ke chakkar mai pit jata hai . :d"
5.25 paise diya,1,<NUM> paise diya
"master men  , mind blowing hai",2,"master men , mind blowing hai"
"Pyar mangi to Jaan dengi,milk mango to kher dengi,agaar Kashmir mangi to chir dengi.",1,"pyar mangi to jaan dengi,milk mango to kher dengi,agaar kashmir mangi to chir dengi."
hindustan tau jeet liya lekin 'dil' (delhi) na jeet saakey bhai. #delhidecides,1,hindustan tau jeet liya lekin 'dil' (delhi) na jeet saakey bhai. #delhidecides
haar ke jeetne waale ko baazigar kehte hain #aapsweep #delhidecides #kejriwal,1,haar ke jeetne waale ko baazigar kehte hain #aapsweep #delhidecides #kejriwal
"@chetan_bhagat kripaya kiran bedi ji lop ka khawaish na dekhe, une debate ka mauka ab nahi milega #delhidecides",0,"@chetan_bhagat kripaya kiran bedi ji lop ka khawaish na dekhe, une debate ka mauka ab nahi milega #delhidecides"
Oy ????? ,0,oy ?????
best post ever .  .  .  . similar to my dreams .  .  . ,2,best post ever . . . . similar to my dreams . . .
jisse maine abtak rs2000 se jyada earn kar liye hai .  aap bhi try karke dekhe . ,2,jisse maine abtak rs<NUM> se jyada earn kar liye hai . aap bhi try karke dekhe .
"february 13th ,  the day before and best buddy to valentines day ,  desperation day",2,"february <NUM>th , the day before and best buddy to valentines day , desperation day"
ye post turant share karne yogya hai,2,ye post turant share karne yogya hai
kabhi kabhi to centre chips nikal deti thi dabbi tor deti thi mein,1,kabhi kabhi to centre chips nikal deti thi dabbi tor deti thi mein
Yo yo honey Singh ,1,yo yo honey singh
kaafi serious hai bhai tu  .  .  .  .  .  .  .  .  tension na le  .  .  .  .  .  no one is perfect  .  .  .  .  .  .  haathi chale bajar  .  .  .  kutte bhoke hajar  .  .  .  .  .  .  .  mast reh  .  .  .  .  .  ;),2,kaafi serious hai bhai tu . . . . . . . . tension na le . . . . . no one is perfect . . . . . . haathi chale bajar . . . kutte bhoke hajar . . . . . . . mast reh . . . . . ;)
Hello bade bhaijAAN,1,hello bade bhaijaan
Or pooja ,1,or pooja
4:00 baj gya sir,1,<NUM>:<NUM> baj gya sir
Me aapki bhut badi fen hnu sar.aap aek baar muje bhi kuch riply karna.p,1,me aapki bhut badi fen hnu sar.aap aek baar muje bhi kuch riply karna.p
that little smile when you read his name : de kock :p #indvssa #savsind #indiavssouthafrica,1,that little smile when you read his name : de kock :p #indvssa #savsind #indiavssouthafrica
U only shared here nd allowd lots of people to make fun of you ...! -_- ,1,u only shared here nd allowd lots of people to make fun of you ...! -_-
kutta to kutta hi hota hai tu salman nahi tu 1 dalal hai,0,kutta to kutta hi hota hai tu salman nahi tu <NUM> dalal hai
@srbachchan #shamitabh #piddly #shamitabhtrailerlaunch .... piddly si baatien...!! yeah!!! http://t.co/r3r1bqklqe,2,@srbachchan #shamitabh #piddly #shamitabhtrailerlaunch .... piddly si baatien...!! yeah!!! http://t.co/r<NUM>r<NUM>bqklqe
i jush hope k wo insaan jald se jald pkra jaye jisne yeh fake pic bnaya ....,1,i jush hope k wo insaan jald se jald pkra jaye jisne yeh fake pic bnaya ....
"Haryana ke CM Bhupinder Singh Hooda kehtey hai \ "" Robert Vadra is a small farmer\ "" . Congress ke is logic se toh Mukesh Ambani sirf ek chota sa petrol pump wala hai . ",1,"haryana ke cm bhupinder singh hooda kehtey hai \ "" robert vadra is a small farmer\ "" . congress ke is logic se toh mukesh ambani sirf ek chota sa petrol pump wala hai ."
Or ghr kb aa rha h ab☺☺ ,1,or ghr kb aa rha h ab☺☺
Beauty lies in the eyes of the beholder .... depends on you whom do you see as beautiful ..... can't generalize the fact above though ,1,beauty lies in the eyes of the beholder .... depends on you whom do you see as beautiful ..... can't generalize the fact above though
"talking of bond &amp; skyfall ,  variety ,  the children's charity is holding the premiere on nov 7th at sylvia park .  tickets @ http/URL",1,"talking of bond &amp; skyfall , variety , the children's charity is holding the premiere on nov <NUM>th at sylvia park . tickets @ http/url"
@someUSER looks gorgeous !  i'm going to try it out tomorrow .  do you have a base colour or just two coats of northern lights in the picture ? ,2,@someuser looks gorgeous ! i'm going to try it out tomorrow . do you have a base colour or just two coats of northern lights in the picture ?
udbilao naam se hi manhooos lagta hai .  .  .  :@ :(,0,udbilao naam se hi manhooos lagta hai . . . :@ :(
"Admin tu ni manega logo ko kese ladwate hn apas me tune modi se sikha h , I askd u to let it b a confsn page only pr tu ni mana ",1,"admin tu ni manega logo ko kese ladwate hn apas me tune modi se sikha h , i askd u to let it b a confsn page only pr tu ni mana"
Hiiii.am ur big fan.i wnt ur photograph wid ur autograph.mera qustn apse h ki apki khubsurti ka raj kya h,2,hiiii.am ur big fan.i wnt ur photograph wid ur autograph.mera qustn apse h ki apki khubsurti ka raj kya h
rt @aartisehgal7: #msg3successfulweeks #msgyouthicon #msgrevolution... papa ji... u rock... u r superb.. amazing... u r sweetheart,2,rt @aartisehgal<NUM>: #msg<NUM>successfulweeks #msgyouthicon #msgrevolution... papa ji... u rock... u r superb.. amazing... u r sweetheart
sabki aan sabki shaan ek humra bhayi jaan salman khan . Best of luck for film salu,2,sabki aan sabki shaan ek humra bhayi jaan salman khan . best of luck for film salu
Tu suna ?? ,0,tu suna ??
yeh salman khan ki purani aadat hai.... late aana :p,0,yeh salman khan ki purani aadat hai.... late aana :p
#198   How many confessions posted here are real ? Why do I get the sense that many may simply be fantasies of some folks and a few others may simply be teasers to provoke comments . No ? ,1,#<NUM> how many confessions posted here are real ? why do i get the sense that many may simply be fantasies of some folks and a few others may simply be teasers to provoke comments . no ?
phle to bht udd rha tha na  .  .  .  .  ab bhugat ! ,0,phle to bht udd rha tha na . . . . ab bhugat !
Thank u & same to u my dear ,2,thank u & same to u my dear
paper khabi bhi rkho .  .  .  .  .  .  . match to dekhna he hai .  .  . ,1,paper khabi bhi rkho . . . . . . . match to dekhna he hai . . .
"tribal s are always given a back seat by every centre/state governing party, why?? #india #unionbudget2015",1,"tribal s are always given a back seat by every centre/state governing party, why?? #india #unionbudget<NUM>"
Normal sa question tha ? Bus aise hi attention dedo kuch b ,1,normal sa question tha ? bus aise hi attention dedo kuch b
"@someUSER you sound like will ferrell on old school .   ""  got a big day tomorrow ""  !  #soundsexciting #classic",2,"@someuser you sound like will ferrell on old school . "" got a big day tomorrow "" ! #soundsexciting #classic"
the last lecture of the day on a monday to me is like pancake day for fat kids #dreamy,2,the last lecture of the day on a monday to me is like pancake day for fat kids #dreamy
😈😇 ,1,😈😇
hmmm ,2,hmmm
@dazzelinggirl aaj tu pura match nahi dekh payegi :(kismat hi kharab hai .. btw cricbuzz par toh dekh le #जयहिन्द chak de india #indvspak,1,@dazzelinggirl aaj tu pura match nahi dekh payegi :(kismat hi kharab hai .. btw cricbuzz par toh dekh le #जयहिन्द chak de india #indvspak
Hii 4 bj gye h,1,hii <NUM> bj gye h
yes thanx,1,yes thanx
arey arey arey...ye kaha ja rahe the dono... #indvsuae #cwc15,1,arey arey arey...ye kaha ja rahe the dono... #indvsuae #cwc<NUM>
true .   .  . one of my brother's project was a ship built of 5 paise coins .  .  . mummy has still kept those coins coated with golden paint .   .  . ,1,true . . . one of my brother's project was a ship built of <NUM> paise coins . . . mummy has still kept those coins coated with golden paint . . .
super duper like .  .  salla nostalgia la diye,2,super duper like . . salla nostalgia la diye
watch #indvsuae live cricket on http://t.co/hbqemyx16f http://t.co/pvwryy4min,1,watch #indvsuae live cricket on http://t.co/hbqemyx<NUM>f http://t.co/pvwryy<NUM>min
hairaan ho gaye anushka k dus devar .  . ,0,hairaan ho gaye anushka k dus devar . .
still love it broda .  .  .  .  . ,2,still love it broda . . . . .
Salman bhai mery comnt ka reply krna plzzzzzzzzz,1,salman bhai mery comnt ka reply krna plzzzzzzzzz
the indian national anthem before this game gives me the chills. literally. #indvspak,2,the indian national anthem before this game gives me the chills. literally. #indvspak
"all tied at 14 after 1st qtr ,  murray state with ball in red zone",1,"all tied at <NUM> after <NUM>st qtr , murray state with ball in red zone"
Mujhe shadi karni salman apse plzzzzzzzzzzzzzzzz marry me,2,mujhe shadi karni salman apse plzzzzzzzzzzzzzzzz marry me
"Joy hind, Varot mata ki joy",2,"joy hind, varot mata ki joy"
delhi assembly (vidhan sabha) election results 2015 http://t.co/j1joz7me4f via @nandishchothani #aapsweep #delhidecides,1,delhi assembly (vidhan sabha) election results <NUM> http://t.co/j<NUM>joz<NUM>me<NUM>f via @nandishchothani #aapsweep #delhidecides
tu pluto pe chali jaa  .  .  .  .  .  nobdy will follow u  .  .  !  ! ,2,tu pluto pe chali jaa . . . . . nobdy will follow u . . ! !
Ap puja se puch kena ,1,ap puja se puch kena
so true but still government is felt with no options  !  !  a very old line but yet so meaningful  .  if we want a change in our society then we must change our mentality first  !  !  ! ,2,so true but still government is felt with no options ! ! a very old line but yet so meaningful . if we want a change in our society then we must change our mentality first ! ! !
@narendramodi_pm delhi elections main deri karna or congress ka bahut neeche jana bjp ka har ka karan ho sakta hai. ganesh dutt bjp hp shim,0,@narendramodi_pm delhi elections main deri karna or congress ka bahut neeche jana bjp ka har ka karan ho sakta hai. ganesh dutt bjp hp shim
bhai bande ne wickets bricks se tika rkhhe hai .  .  .  .  . hahahaha .  .  .  .  :d,1,bhai bande ne wickets bricks se tika rkhhe hai . . . . . hahahaha . . . . :d
i am missing my home nd family :(,0,i am missing my home nd family :(
"beta feel @ home k chakkar mein tum log unhe phaswa dete ho , to phir koi genuine interaction bhi kyun karega ?. RIP interaction ",2,"beta feel @ home k chakkar mein tum log unhe phaswa dete ho , to phir koi genuine interaction bhi kyun karega ?. rip interaction"
"#factsaboutme when i was born .  on that day  ,  it was the 2nd day of chinese new year .  immediately  ,  i gotten lots of redpacket :d",2,"#factsaboutme when i was born . on that day , it was the <NUM>nd day of chinese new year . immediately , i gotten lots of redpacket :d"
bhai sab cover kar liya ek hi gag ne  .  .  mario ki stages .  .  and mungerilaal ke haseen sapne  .  .  raghubeer yadav ne kiya tha vo rol hahahahaha,2,bhai sab cover kar liya ek hi gag ne . . mario ki stages . . and mungerilaal ke haseen sapne . . raghubeer yadav ne kiya tha vo rol hahahahaha
Salman bhai min ap say bat Karna chata hn plzzzzzzzz bhai,2,salman bhai min ap say bat karna chata hn plzzzzzzzz bhai
tik hai bhai jaisa aap bolo,1,tik hai bhai jaisa aap bolo
only aap because shri arvind kejriwalji sir is an honest person,2,only aap because shri arvind kejriwalji sir is an honest person
Haan  yeh  hai  ....  pta  nahi  kuch  padaya  yaar ,1,haan yeh hai .... pta nahi kuch padaya yaar
Are sir aj apke liye 4g internet pk dalwaya hai..ab aa bhi jao.. ;),1,are sir aj apke liye <NUM>g internet pk dalwaya hai..ab aa bhi jao.. ;)
Kuch toh baat hai bande mein... jo itne logon k dil me rehta hai....,1,kuch toh baat hai bande mein... jo itne logon k dil me rehta hai....
kbhi b le lungi ,1,kbhi b le lungi
#31   After having dinner at Gullu I was traveling back to hostel in tum tum and there i saw a sweet girl in specs and her smile was very cute ... I hope she reads this ... ;-) ,1,#<NUM> after having dinner at gullu i was traveling back to hostel in tum tum and there i saw a sweet girl in specs and her smile was very cute ... i hope she reads this ... ;-)
tum to thehre pardesi saath kya nibhaaoge...budget session se pehle hi chhuti ko chale jaaoge. #rahulonleave,0,tum to thehre pardesi saath kya nibhaaoge...budget session se pehle hi chhuti ko chale jaaoge. #rahulonleave
abki bar kiran bedi (modi) sarkar . we will get fulfill mission 45 plus in delhi . ,2,abki bar kiran bedi (modi) sarkar . we will get fulfill mission <NUM> plus in delhi .
ye ishq nhi aasan bas itna samaj lijiye  .  .  .  .  ek aag ka dariya hai or dub ke jana hai  .  .  .  --  !  ! ,0,ye ishq nhi aasan bas itna samaj lijiye . . . . ek aag ka dariya hai or dub ke jana hai . . . -- ! !
"#216   Have you ever gone out on a terrible date and came home and thought \ "" did I really shave my pubic hair for this\ "" ",0,"#<NUM> have you ever gone out on a terrible date and came home and thought \ "" did i really shave my pubic hair for this\ """
"salman bhai abi dabanng 3 ke shuts ke liye satara mai hai, so next time fans",1,"salman bhai abi dabanng <NUM> ke shuts ke liye satara mai hai, so next time fans"
Mujhe to samjh bhi nahi a raha ?? ,1,mujhe to samjh bhi nahi a raha ??
Sab kuch depend karta h ki aap likhte kaisa ho ,0,sab kuch depend karta h ki aap likhte kaisa ho
JAY JAY HO BHARAT,2,jay jay ho bharat
"slap shot: nash ,  back from injury ,  skates for davos: rick nash of the new york rangers returned to action in switzerland on tuesday . ",1,"slap shot: nash , back from injury , skates for davos: rick nash of the new york rangers returned to action in switzerland on tuesday ."
"this goes way too fast :o its been already a year that i saw avril lavigne in concert &lt;3 october 25 2011 ,  one of the best day of my life :d",1,"this goes way too fast :o its been already a year that i saw avril lavigne in concert &lt;<NUM> october <NUM> <NUM> , one of the best day of my life :d"
art on the town friday november 2: 6 brand new locations ! ,1,art on the town friday november <NUM>: <NUM> brand new locations !
Bhak sale place bataun r koe kam nae h kya mujhe ,0,bhak sale place bataun r koe kam nae h kya mujhe
i can jst say all d bst to both of u nd hope u both . get back together vry soon ,2,i can jst say all d bst to both of u nd hope u both . get back together vry soon
Party with salman & bebo kon miss krega,1,party with salman & bebo kon miss krega
Are wah ,1,are wah
Sallu bhai kisi ko rply nhi krte or humlog bewkufo k jese sallu bhai sallu bhai kiya krte h,0,sallu bhai kisi ko rply nhi krte or humlog bewkufo k jese sallu bhai sallu bhai kiya krte h
jab tak dhoni hai atleast main to chipka rahunga .  .  :),2,jab tak dhoni hai atleast main to chipka rahunga . . :)
"Bhai cnfsr 09671355386 ye mera nmbr , cal kr m lagwata hu teri job bt suicide na kr , pls ",2,"bhai cnfsr <NUM> ye mera nmbr , cal kr m lagwata hu teri job bt suicide na kr , pls"
"tu kitni achhi hai ,  tu kitni bholi hai pyaari pyaari hai ,  o maa o maa o maa ,  o maa !  !  !  :)",2,"tu kitni achhi hai , tu kitni bholi hai pyaari pyaari hai , o maa o maa o maa , o maa ! ! ! :)"
last day of work at walgreens tomorrow !  *cries tears of joy*,2,last day of work at walgreens tomorrow ! *cries tears of joy*
Aur poster bhi darling .. ðŸ™ƒðŸ™ƒðŸ™ƒ ,0,aur poster bhi darling .. ðÿ™ƒðÿ™ƒðÿ™ƒ
"taking auth in sanskrit, kapil mishra http://t.co/n0mruch1ly #railbudget2015 #celebtrains #prabhukirail #endvvipraj #spidermanquiz",1,"taking auth in sanskrit, kapil mishra http://t.co/n<NUM>mruch<NUM>ly #railbudget<NUM> #celebtrains #prabhukirail #endvvipraj #spidermanquiz"
To human to main bhi hu na ,1,to human to main bhi hu na
atlast he is jawan,2,atlast he is jawan
"extra point is no good .  its dsu 28 ,  morgan state 20 with 5:02 left in the 3rd quarter . ",0,"extra point is no good . its dsu <NUM> , morgan state <NUM> with <NUM>:<NUM> left in the <NUM>rd quarter ."
arpit puranik ab tum aise marketing kar rahe ho apne products ki ? ,1,arpit puranik ab tum aise marketing kar rahe ho apne products ki ?
Tu  ?? ,1,tu ??
centre for social justice report on gangs - one year after the riots .  http/URL #d policy may have exacerbated problems . ,0,centre for social justice report on gangs - one year after the riots . http/url #d policy may have exacerbated problems .
ab toh india karega thrill,0,ab toh india karega thrill
sabse badi galti to defence ki bandi ka boyfriend bankar ki,0,sabse badi galti to defence ki bandi ka boyfriend bankar ki
just whooped some ass in kill confirmed with @someUSER and @someUSER tomorrow its back to makin kats cry in gears3,2,just whooped some ass in kill confirmed with @someuser and @someuser tomorrow its back to makin kats cry in gears<NUM>
jisko khaana hai khaao jisko nai khaana hai mat khaao simple! #beefban,1,jisko khaana hai khaao jisko nai khaana hai mat khaao simple! #beefban
how did you know that i used to do exactly the same in my home town during winters .  !  :) nostalgia ki goli !  ! ,1,how did you know that i used to do exactly the same in my home town during winters . ! :) nostalgia ki goli ! !
"haha  ,  ,  ,  true yaar  ,  , bahot khel khela hai baaye hath se :p in practcals also",1,"haha , , , true yaar , , bahot khel khela hai baaye hath se :p in practcals also"
V good Modi ji aap lege rahe hum aapke sath he,2,v good modi ji aap lege rahe hum aapke sath he
mummiyan aise he pareshan krte h match me .  . ,0,mummiyan aise he pareshan krte h match me . .
work almost over with then these negros won't see my face till monday night ! ,0,work almost over with then these negros won't see my face till monday night !
ise padne se acha to main nfs most wanted khel leta .. 3rd blacklist ko harana jo hai ..  D ,1,ise padne se acha to main nfs most wanted khel leta .. <NUM>rd blacklist ko harana jo hai .. d
Bas thik thak ,1,bas thik thak
ajj ek hafte ke baad gag banate hai main roj page check kar kae pareshan hoo jate hoo ki koi naa koi gag banaya hoga apna but nahi rahta hai jabse ye page popular hua hai apna gag roj banana hii band kar diya hai :(,0,ajj ek hafte ke baad gag banate hai main roj page check kar kae pareshan hoo jate hoo ki koi naa koi gag banaya hoga apna but nahi rahta hai jabse ye page popular hua hai apna gag roj banana hii band kar diya hai :(
HBas sab vadiya yar  Hone wala hai 6th sem bhi khatam ?? ,1,hbas sab vadiya yar hone wala hai <NUM>th sem bhi khatam ??
rt @mbjnkosi: lol they say this is not a odi match its hdi lol half day international match #indvsuae #cwc15,1,rt @mbjnkosi: lol they say this is not a odi match its hdi lol half day international match #indvsuae #cwc<NUM>
watevr bt ds z nt gud ... cns smwhr smbdy z seeng u ,2,watevr bt ds z nt gud ... cns smwhr smbdy z seeng u
saala ,0,saala
? ,1,?
Marks nhi dikha rhi woh ,0,marks nhi dikha rhi woh
Yup they r mine. ,2,yup they r mine.
aaj k din hatho m flag n flag wali clip school dress m lga k kya chamte they  . ,1,aaj k din hatho m flag n flag wali clip school dress m lga k kya chamte they .
I can relate . Parents never give a shit about what we go through . They are confused and frustrated right from the fucking day we were born . ,0,i can relate . parents never give a shit about what we go through . they are confused and frustrated right from the fucking day we were born .
ab woh bola jisne kisi bhi party ko support karne se mana kardiya tha  .  .  .  a flop show annaji,0,ab woh bola jisne kisi bhi party ko support karne se mana kardiya tha . . . a flop show annaji
and koi bhi match nhi hua with the graphics shown in the photo :3,0,and koi bhi match nhi hua with the graphics shown in the photo :<NUM>
ak sir well,2,ak sir well
aaj ka cartoon achcha nahi hai .  .  . ,0,aaj ka cartoon achcha nahi hai . . .
anna ka khel has ended,1,anna ka khel has ended
Aunga didi ,2,aunga didi
ye kal ki baat h news channels me bhi aaya h .  ab kejriwal kya iski nomination cancel karega ?  ? ,1,ye kal ki baat h news channels me bhi aaya h . ab kejriwal kya iski nomination cancel karega ? ?
man utd v arsenal on sat sees the best defence (afc) in the league (conceded 0 . 67 p/game) against the best attack (utd) (scored 2 . 67 p/game),2,man utd v arsenal on sat sees the best defence (afc) in the league (conceded <NUM> . <NUM> p/game) against the best attack (utd) (scored <NUM> . <NUM> p/game)
Tu  ?? ,1,tu ??
Are kanjos ji aj to in sab se bat karo sab ko khush kar do itna to kar saktea ho ka nhe aj kanjosssssss mat bana plzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz salman khan plzzzzzzzz,0,are kanjos ji aj to in sab se bat karo sab ko khush kar do itna to kar saktea ho ka nhe aj kanjosssssss mat bana plzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz salman khan plzzzzzzzz
bhi aapke movie ka besabri se wait kr rha hu aur mera aasa hai ki iss sal recod tut jayega...,2,bhi aapke movie ka besabri se wait kr rha hu aur mera aasa hai ki iss sal recod tut jayega...
😝 Ha balam Balak ,2,😝 ha balam balak
ha ha ha  .  .  .  ab yeh kahaan se aaya ?  attention monger  ?  ?  ? ,1,ha ha ha . . . ab yeh kahaan se aaya ? attention monger ? ? ?
jo boy sex tak pahuch jae wo pyar nahi kar sakta  .  .  . ,0,jo boy sex tak pahuch jae wo pyar nahi kar sakta . . .
free rail,2,free rail
